"id_factura","id_empleado","id_huesped","id_estadia","fecha","metodo_pago","total_a_pagar"
393,393,393,393,2025-12-15 21:35:33.000,TARJETA,1565.61
394,394,394,394,2026-04-28 17:23:50.000,TARJETA,2298.25
395,395,395,395,2026-10-30 10:38:04.000,EFECTIVO,127.29
396,396,396,396,2026-08-25 13:39:29.000,PAYPAL,809.07
397,397,397,397,2025-01-17 18:37:12.000,PAYPAL,1430.75
398,398,398,398,2025-10-24 02:36:51.000,PAYPAL,2375.35
399,399,399,399,2026-04-02 17:47:13.000,TARJETA,1819.72
400,400,400,400,2026-08-12 19:04:29.000,TRANSFERENCIA,1171.08
401,401,401,401,2026-02-07 21:34:55.000,BITCOIN,197.10
402,402,402,402,2025-05-02 22:23:43.000,TARJETA,773.99
403,403,403,403,2026-04-20 13:38:25.000,EFECTIVO,2175.50
404,404,404,404,2026-06-05 13:55:38.000,PAYPAL,2259.73
405,405,405,405,2025-05-08 16:01:41.000,TRANSFERENCIA,1928.87
406,406,406,406,2025-03-29 10:11:50.000,TRANSFERENCIA,1321.86
407,407,407,407,2026-01-14 20:36:09.000,TRANSFERENCIA,923.76
408,408,408,408,2026-04-05 09:55:18.000,EFECTIVO,325.64
409,409,409,409,2026-05-16 14:16:31.000,TRANSFERENCIA,156.10
410,410,410,410,2025-09-03 19:52:05.000,TRANSFERENCIA,147.22
411,411,411,411,2026-07-14 16:19:37.000,BITCOIN,652.79
412,412,412,412,2025-01-26 18:59:54.000,TARJETA,1893.34
413,413,413,413,2026-12-09 22:07:10.000,EFECTIVO,2657.72
414,414,414,414,2025-03-31 14:36:47.000,BITCOIN,1860.31
415,415,415,415,2026-02-26 22:43:07.000,PAYPAL,1825.91
416,416,416,416,2026-11-24 06:08:30.000,EFECTIVO,652.80
417,417,417,417,2026-12-23 09:01:47.000,EFECTIVO,2961.54
418,418,418,418,2026-02-08 18:46:50.000,EFECTIVO,1641.79
419,419,419,419,2025-07-29 04:34:00.000,TARJETA,37.27
420,420,420,420,2026-08-21 23:38:29.000,BITCOIN,2805.20
421,421,421,421,2026-05-19 14:26:39.000,PAYPAL,2358.75
422,422,422,422,2026-05-05 09:47:19.000,EFECTIVO,803.83
423,423,423,423,2026-08-24 02:54:35.000,BITCOIN,803.56
424,424,424,424,2025-03-19 11:01:44.000,BITCOIN,140.94
425,425,425,425,2026-02-13 23:37:59.000,TARJETA,2356.46
426,426,426,426,2025-02-23 19:39:28.000,PAYPAL,1240.91
427,427,427,427,2026-08-07 11:59:13.000,PAYPAL,2241.85
428,428,428,428,2026-05-13 09:02:17.000,TARJETA,2731.95
429,429,429,429,2026-05-31 08:55:27.000,EFECTIVO,1594.31
430,430,430,430,2025-11-14 20:55:00.000,PAYPAL,948.82
431,431,431,431,2026-07-19 22:04:33.000,TARJETA,1171.13
432,432,432,432,2025-08-29 06:32:18.000,TRANSFERENCIA,2496.98
433,433,433,433,2026-05-04 06:37:50.000,EFECTIVO,2664.45
434,434,434,434,2026-09-07 01:43:41.000,BITCOIN,558.90
435,435,435,435,2025-05-03 14:49:10.000,TRANSFERENCIA,747.64
436,436,436,436,2025-10-01 12:12:33.000,TARJETA,1750.49
437,437,437,437,2026-11-29 21:13:38.000,TARJETA,2172.98
438,438,438,438,2026-06-24 19:22:47.000,EFECTIVO,585.78
439,439,439,439,2025-03-12 08:39:11.000,TARJETA,1697.84
440,440,440,440,2026-12-02 07:58:49.000,TARJETA,1160.69
441,441,441,441,2026-08-24 01:11:15.000,EFECTIVO,1233.33
442,442,442,442,2026-08-10 21:55:34.000,PAYPAL,252.14
443,443,443,443,2026-11-26 05:37:41.000,BITCOIN,853.40
444,444,444,444,2026-05-21 21:17:04.000,TRANSFERENCIA,1466.12
445,445,445,445,2026-11-05 18:57:38.000,TRANSFERENCIA,2917.88
446,446,446,446,2026-04-30 14:51:52.000,PAYPAL,2176.57
447,447,447,447,2025-11-24 20:51:06.000,BITCOIN,1515.30
448,448,448,448,2026-08-24 05:50:50.000,EFECTIVO,1568.96
449,449,449,449,2025-01-08 07:47:57.000,PAYPAL,2689.26
450,450,450,450,2025-02-28 16:54:27.000,BITCOIN,2540.55
451,451,451,451,2026-09-16 03:11:13.000,TRANSFERENCIA,2962.14
452,452,452,452,2025-03-08 06:43:15.000,EFECTIVO,1744.89
453,453,453,453,2026-01-10 00:25:08.000,TARJETA,2033.01
454,454,454,454,2025-10-31 08:19:27.000,TARJETA,454.51
455,455,455,455,2026-01-24 04:17:39.000,TARJETA,2405.55
456,456,456,456,2026-10-15 18:08:09.000,EFECTIVO,2242.38
457,457,457,457,2025-01-26 07:32:10.000,TRANSFERENCIA,2446.16
458,458,458,458,2025-08-29 13:04:08.000,BITCOIN,405.51
459,459,459,459,2026-11-01 09:20:39.000,TRANSFERENCIA,2793.01
460,460,460,460,2026-01-03 16:32:08.000,BITCOIN,1784.45
461,461,461,461,2025-05-23 17:21:14.000,TRANSFERENCIA,2011.27
462,462,462,462,2026-02-24 03:57:15.000,TRANSFERENCIA,2509.85
463,463,463,463,2025-06-06 16:59:19.000,TRANSFERENCIA,1189.88
464,464,464,464,2026-01-21 17:04:57.000,TRANSFERENCIA,67.20
465,465,465,465,2025-01-16 17:35:00.000,BITCOIN,796.64
466,466,466,466,2025-06-16 08:40:15.000,TARJETA,1566.19
467,467,467,467,2026-06-12 01:51:52.000,EFECTIVO,2015.92
468,468,468,468,2025-11-25 15:10:03.000,PAYPAL,1999.42
469,469,469,469,2026-11-26 20:04:14.000,TARJETA,2821.47
470,470,470,470,2026-07-26 10:40:25.000,BITCOIN,200.61
471,471,471,471,2026-02-27 16:22:17.000,TRANSFERENCIA,1512.59
472,472,472,472,2025-09-17 01:34:30.000,PAYPAL,1610.59
473,473,473,473,2025-08-06 05:52:15.000,TARJETA,924.35
474,474,474,474,2025-01-01 14:27:50.000,TRANSFERENCIA,839.76
475,475,475,475,2025-12-26 07:36:08.000,TRANSFERENCIA,666.36
476,476,476,476,2025-01-22 10:22:21.000,EFECTIVO,2794.50
477,477,477,477,2025-02-08 21:49:41.000,PAYPAL,1707.81
478,478,478,478,2025-01-15 21:49:58.000,TARJETA,123.64
479,479,479,479,2025-03-20 04:19:34.000,TRANSFERENCIA,1165.27
480,480,480,480,2026-03-02 01:37:15.000,BITCOIN,1482.34
481,481,481,481,2025-04-17 10:43:31.000,EFECTIVO,617.46
482,482,482,482,2026-05-28 18:25:09.000,PAYPAL,1279.38
483,483,483,483,2025-08-19 18:51:59.000,TARJETA,598.87
484,484,484,484,2026-02-26 08:12:04.000,BITCOIN,1840.91
485,485,485,485,2026-06-02 02:32:36.000,TRANSFERENCIA,405.92
486,486,486,486,2026-04-26 03:17:20.000,PAYPAL,2725.57
487,487,487,487,2026-03-18 19:49:14.000,TARJETA,2034.24
488,488,488,488,2025-10-27 13:18:49.000,PAYPAL,1048.26
489,489,489,489,2025-01-04 15:38:18.000,EFECTIVO,617.99
490,490,490,490,2026-12-13 06:14:00.000,TARJETA,393.36
491,491,491,491,2026-07-25 06:49:58.000,TARJETA,1414.92
492,492,492,492,2025-01-22 23:54:00.000,PAYPAL,2081.45
493,493,493,493,2025-05-13 18:02:49.000,TARJETA,2559.55
494,494,494,494,2026-05-05 07:25:18.000,BITCOIN,1912.00
495,495,495,495,2026-12-27 22:48:42.000,EFECTIVO,1570.16
496,496,496,496,2025-07-03 16:32:06.000,TARJETA,742.07
497,497,497,497,2025-06-16 21:09:57.000,EFECTIVO,1422.07
498,498,498,498,2025-07-23 20:14:06.000,BITCOIN,2016.91
499,499,499,499,2026-01-06 09:42:23.000,EFECTIVO,1112.24
500,500,500,500,2026-09-28 04:18:33.000,TRANSFERENCIA,2063.53
501,501,501,501,2025-03-20 08:49:51.000,TRANSFERENCIA,78.61
502,502,502,502,2026-11-23 11:05:21.000,EFECTIVO,2614.31
503,503,503,503,2026-09-25 21:43:39.000,TARJETA,786.59
504,504,504,504,2025-03-24 00:18:13.000,PAYPAL,2194.37
505,505,505,505,2025-02-04 00:57:29.000,EFECTIVO,579.79
506,506,506,506,2026-02-18 12:58:28.000,EFECTIVO,618.89
507,507,507,507,2025-10-29 16:41:43.000,EFECTIVO,1603.95
508,508,508,508,2025-09-06 05:48:16.000,TARJETA,2916.93
509,509,509,509,2025-12-17 16:16:17.000,EFECTIVO,2228.71
510,510,510,510,2025-08-09 21:01:44.000,BITCOIN,1317.24
511,511,511,511,2025-10-29 02:35:00.000,EFECTIVO,674.07
512,512,512,512,2026-01-26 08:31:18.000,EFECTIVO,101.98
513,513,513,513,2026-05-09 15:53:29.000,BITCOIN,1801.13
514,514,514,514,2026-11-01 03:36:15.000,TRANSFERENCIA,1826.92
515,515,515,515,2026-05-04 08:30:09.000,TARJETA,623.51
516,516,516,516,2026-02-17 23:36:54.000,TARJETA,1951.85
517,517,517,517,2025-01-23 16:45:16.000,PAYPAL,2702.65
518,518,518,518,2025-01-18 05:02:13.000,EFECTIVO,2269.82
519,519,519,519,2026-11-06 02:33:21.000,TARJETA,1220.09
520,520,520,520,2025-09-28 07:39:45.000,BITCOIN,1525.72
521,521,521,521,2026-10-03 07:59:46.000,EFECTIVO,1096.91
522,522,522,522,2025-06-27 00:07:01.000,BITCOIN,2239.18
523,523,523,523,2026-05-28 00:48:58.000,TRANSFERENCIA,1413.44
524,524,524,524,2026-10-20 14:34:26.000,PAYPAL,1106.20
525,525,525,525,2025-07-16 22:26:09.000,EFECTIVO,458.70
526,526,526,526,2025-05-10 21:49:30.000,PAYPAL,1237.48
527,527,527,527,2025-07-11 12:35:19.000,TARJETA,2964.15
528,528,528,528,2025-07-03 14:51:29.000,BITCOIN,1634.15
529,529,529,529,2026-03-05 08:02:29.000,EFECTIVO,766.92
530,530,530,530,2025-01-27 22:55:33.000,EFECTIVO,1369.14
531,531,531,531,2026-07-08 14:30:33.000,BITCOIN,1800.07
532,532,532,532,2026-05-26 02:30:31.000,TRANSFERENCIA,2312.28
533,533,533,533,2026-11-27 07:21:22.000,EFECTIVO,117.30
534,534,534,534,2025-05-03 14:35:25.000,EFECTIVO,2139.16
535,535,535,535,2025-06-10 09:07:56.000,PAYPAL,1730.05
536,536,536,536,2026-07-07 13:33:44.000,TARJETA,2666.59
537,537,537,537,2026-11-09 05:25:50.000,PAYPAL,105.95
538,538,538,538,2025-05-07 16:34:41.000,BITCOIN,911.72
539,539,539,539,2025-12-19 19:52:55.000,TRANSFERENCIA,2742.11
540,540,540,540,2026-07-25 09:04:04.000,TARJETA,1085.39
541,541,541,541,2025-07-08 20:35:39.000,PAYPAL,547.08
542,542,542,542,2026-03-07 17:14:57.000,BITCOIN,2687.97
543,543,543,543,2025-11-22 21:27:40.000,TRANSFERENCIA,2261.54
544,544,544,544,2026-02-03 09:45:44.000,BITCOIN,2747.81
545,545,545,545,2026-08-13 10:59:14.000,EFECTIVO,1254.73
546,546,546,546,2025-05-01 14:26:43.000,TRANSFERENCIA,286.51
547,547,547,547,2025-08-02 15:13:20.000,BITCOIN,770.60
548,548,548,548,2025-06-29 01:29:48.000,EFECTIVO,746.99
549,549,549,549,2025-12-09 11:38:23.000,TARJETA,260.00
550,550,550,550,2025-12-14 14:48:45.000,BITCOIN,2659.58
551,1,551,551,2025-01-20 15:02:17.000,PAYPAL,1060.99
552,2,552,552,2026-03-29 06:35:05.000,EFECTIVO,2025.69
553,3,553,553,2025-10-15 11:40:13.000,PAYPAL,449.58
554,4,554,554,2025-02-21 22:13:16.000,PAYPAL,1732.20
555,5,555,555,2025-06-27 14:11:14.000,TRANSFERENCIA,1327.00
556,6,556,556,2025-10-28 01:20:37.000,BITCOIN,404.06
557,7,557,557,2026-02-17 03:59:15.000,PAYPAL,1272.99
558,8,558,558,2025-02-13 11:24:47.000,EFECTIVO,338.37
559,9,559,559,2026-08-03 15:08:01.000,BITCOIN,1052.91
560,10,560,560,2026-05-15 05:48:50.000,BITCOIN,295.23
561,11,561,561,2025-04-11 23:46:03.000,BITCOIN,2822.49
562,12,562,562,2026-04-09 21:11:44.000,PAYPAL,506.20
563,13,563,563,2025-03-01 23:49:53.000,TRANSFERENCIA,2557.02
564,14,564,564,2025-10-10 00:32:10.000,BITCOIN,2333.29
565,15,565,565,2026-03-15 02:58:16.000,PAYPAL,553.79
566,16,566,566,2025-08-29 15:22:55.000,EFECTIVO,858.17
567,17,567,567,2025-10-26 01:18:35.000,TRANSFERENCIA,1945.97
568,18,568,568,2025-11-02 02:44:54.000,EFECTIVO,239.37
569,19,569,569,2026-11-26 17:47:37.000,TARJETA,535.79
570,20,570,570,2025-06-18 21:48:27.000,BITCOIN,2603.45
571,21,571,571,2025-08-17 00:55:13.000,PAYPAL,1756.18
572,22,572,572,2025-09-17 22:32:43.000,EFECTIVO,2501.17
573,23,573,573,2025-06-04 17:54:26.000,TARJETA,1094.47
574,24,574,574,2025-09-05 08:56:32.000,EFECTIVO,2449.40
575,25,575,575,2026-12-06 15:30:37.000,PAYPAL,1368.61
576,26,576,576,2025-01-15 21:09:05.000,TRANSFERENCIA,2653.83
577,27,577,577,2026-11-07 15:31:11.000,PAYPAL,1111.09
578,28,578,578,2025-02-21 08:06:02.000,EFECTIVO,59.71
579,29,579,579,2025-10-09 02:06:21.000,EFECTIVO,2439.00
580,30,580,580,2025-12-17 10:09:35.000,PAYPAL,940.32
581,31,581,581,2025-03-10 02:20:55.000,BITCOIN,639.40
582,32,582,582,2025-06-29 01:04:13.000,PAYPAL,2890.99
583,33,583,583,2025-01-06 11:06:20.000,TRANSFERENCIA,1452.42
584,34,584,584,2026-05-25 14:08:32.000,BITCOIN,2886.94
585,35,585,585,2026-08-05 18:21:49.000,PAYPAL,2153.39
586,36,586,586,2025-08-24 15:26:26.000,EFECTIVO,918.96
587,37,587,587,2026-05-06 05:37:59.000,TRANSFERENCIA,702.72
588,38,588,588,2025-08-10 07:36:26.000,BITCOIN,343.62
589,39,589,589,2025-05-22 05:03:50.000,BITCOIN,112.64
590,40,590,590,2026-08-16 12:43:56.000,TRANSFERENCIA,2924.28
591,41,591,591,2025-04-13 14:46:11.000,TRANSFERENCIA,2533.97
592,42,592,592,2026-09-23 19:46:14.000,TRANSFERENCIA,1216.12
593,43,593,593,2026-08-28 11:04:51.000,EFECTIVO,1667.44
594,44,594,594,2025-08-17 05:05:27.000,EFECTIVO,360.94
595,45,595,595,2026-02-03 00:37:15.000,TARJETA,426.06
596,46,596,596,2026-11-15 03:30:09.000,EFECTIVO,1973.74
597,47,597,597,2026-03-15 07:25:31.000,TARJETA,1594.49
598,48,598,598,2025-12-16 20:47:15.000,TARJETA,1871.80
599,49,599,599,2025-09-02 07:59:49.000,TRANSFERENCIA,1612.26
600,50,600,600,2025-10-10 14:25:36.000,PAYPAL,687.86
601,51,601,601,2025-04-01 01:20:41.000,BITCOIN,1087.11
602,52,602,602,2026-01-31 07:24:06.000,PAYPAL,1160.74
603,53,603,603,2025-03-02 02:46:52.000,EFECTIVO,2967.31
604,54,604,604,2026-06-19 23:21:33.000,TRANSFERENCIA,1531.60
605,55,605,605,2025-12-15 02:26:46.000,PAYPAL,627.59
606,56,606,606,2026-01-22 17:53:51.000,TARJETA,1212.20
607,57,607,607,2025-07-05 23:18:29.000,TARJETA,2588.97
608,58,608,608,2026-11-09 04:47:05.000,EFECTIVO,417.43
609,59,609,609,2025-02-08 18:37:48.000,TARJETA,2307.07
610,60,610,610,2025-01-19 19:03:23.000,TRANSFERENCIA,1338.17
611,61,611,611,2026-12-27 01:09:11.000,TARJETA,1558.28
612,62,612,612,2025-06-09 00:46:34.000,BITCOIN,1385.77
613,63,613,613,2025-06-06 08:09:49.000,EFECTIVO,805.15
614,64,614,614,2025-10-11 13:25:20.000,PAYPAL,2136.02
615,65,615,615,2026-01-15 02:14:37.000,TRANSFERENCIA,1740.56
616,66,616,616,2026-02-02 13:47:31.000,EFECTIVO,192.54
617,67,617,617,2026-07-20 09:02:06.000,TRANSFERENCIA,243.41
618,68,618,618,2026-10-19 22:33:31.000,TRANSFERENCIA,787.19
619,69,619,619,2025-02-16 03:31:29.000,TRANSFERENCIA,1371.52
620,70,620,620,2025-01-23 12:42:42.000,BITCOIN,2212.23
621,71,621,621,2026-11-04 04:08:51.000,TRANSFERENCIA,2724.51
622,72,622,622,2026-07-29 13:11:48.000,TRANSFERENCIA,2921.41
623,73,623,623,2025-06-05 11:05:45.000,EFECTIVO,595.61
624,74,624,624,2025-09-27 20:20:56.000,EFECTIVO,447.76
625,75,625,625,2026-10-24 20:38:40.000,EFECTIVO,2699.62
626,76,626,626,2025-04-26 20:25:12.000,EFECTIVO,1114.26
627,77,627,627,2026-05-18 06:35:02.000,TRANSFERENCIA,1247.30
628,78,628,628,2025-11-12 11:24:08.000,BITCOIN,2618.78
629,79,629,629,2025-05-17 12:40:13.000,BITCOIN,1699.45
630,80,630,630,2025-04-12 07:27:27.000,PAYPAL,495.54
631,81,631,631,2025-05-03 06:09:28.000,TARJETA,736.81
632,82,632,632,2026-07-11 17:00:32.000,BITCOIN,114.98
633,83,633,633,2025-09-28 21:42:59.000,BITCOIN,2379.55
634,84,634,634,2025-12-07 12:56:32.000,TARJETA,108.59
635,85,635,635,2026-06-17 14:22:59.000,PAYPAL,1969.21
636,86,636,636,2025-04-25 07:20:13.000,PAYPAL,1462.97
637,87,637,637,2025-07-19 09:04:41.000,TARJETA,2311.44
638,88,638,638,2025-05-07 08:59:56.000,TRANSFERENCIA,970.05
639,89,639,639,2025-06-03 03:09:06.000,EFECTIVO,1600.19
640,90,640,640,2025-07-31 01:32:30.000,PAYPAL,305.17
641,91,641,641,2025-04-08 19:44:51.000,EFECTIVO,144.67
642,92,642,642,2026-04-24 11:17:17.000,EFECTIVO,2534.14
643,93,643,643,2026-08-30 22:45:49.000,PAYPAL,1719.13
644,94,644,644,2026-06-16 09:15:47.000,EFECTIVO,1356.32
645,95,645,645,2025-05-25 07:27:35.000,TARJETA,2205.42
646,96,646,646,2025-05-23 21:43:15.000,BITCOIN,827.35
647,97,647,647,2026-05-06 17:34:43.000,PAYPAL,2769.84
648,98,648,648,2026-03-14 21:05:25.000,TARJETA,846.19
649,99,649,649,2025-09-11 16:07:54.000,PAYPAL,1971.22
650,100,650,650,2026-02-25 21:08:43.000,TARJETA,2032.96
651,101,651,651,2026-07-27 04:00:34.000,TRANSFERENCIA,84.24
652,102,652,652,2026-12-13 23:45:34.000,EFECTIVO,1059.42
653,103,653,653,2025-11-17 03:01:44.000,TRANSFERENCIA,2129.63
654,104,654,654,2026-05-18 08:41:45.000,EFECTIVO,2109.72
655,105,655,655,2026-11-21 08:47:00.000,EFECTIVO,677.04
656,106,656,656,2026-10-26 19:40:42.000,PAYPAL,368.43
657,107,657,657,2025-02-28 19:32:09.000,PAYPAL,2728.18
658,108,658,658,2025-01-18 06:29:54.000,EFECTIVO,468.92
659,109,659,659,2025-07-12 15:00:12.000,TARJETA,1105.09
660,110,660,660,2026-11-23 13:08:47.000,EFECTIVO,2932.74
661,111,661,661,2025-02-18 14:04:27.000,BITCOIN,2474.03
662,112,662,662,2026-11-12 13:58:26.000,TARJETA,2335.43
663,113,663,663,2026-05-19 04:38:11.000,EFECTIVO,1941.44
664,114,664,664,2025-02-16 02:25:02.000,BITCOIN,2631.26
665,115,665,665,2026-04-24 02:45:46.000,TARJETA,307.69
666,116,666,666,2026-11-07 15:12:56.000,TARJETA,2691.49
667,117,667,667,2025-02-27 20:46:39.000,TARJETA,297.54
668,118,668,668,2026-11-18 12:07:34.000,TRANSFERENCIA,2235.81
669,119,669,669,2025-08-16 19:35:57.000,TRANSFERENCIA,1182.98
670,120,670,670,2026-02-06 14:28:22.000,TARJETA,1595.25
671,121,671,671,2025-12-28 03:06:59.000,TRANSFERENCIA,361.92
672,122,672,672,2026-12-01 10:25:41.000,PAYPAL,503.47
673,123,673,673,2026-07-04 08:52:07.000,BITCOIN,920.86
674,124,674,674,2025-03-19 18:02:47.000,EFECTIVO,2260.93
675,125,675,675,2025-08-12 11:30:23.000,PAYPAL,1210.37
676,126,676,676,2025-05-26 13:08:38.000,TRANSFERENCIA,963.36
677,127,677,677,2026-11-30 11:32:50.000,EFECTIVO,1536.06
678,128,678,678,2025-04-30 19:17:42.000,BITCOIN,198.29
679,129,679,679,2026-10-20 06:09:36.000,PAYPAL,2896.39
680,130,680,680,2026-10-18 05:46:18.000,TARJETA,672.00
681,131,681,681,2025-12-17 13:53:33.000,PAYPAL,62.34
682,132,682,682,2026-01-09 21:11:04.000,TARJETA,1886.12
683,133,683,683,2025-09-01 18:17:16.000,TARJETA,2244.99
684,134,684,684,2025-01-01 11:32:19.000,TARJETA,1461.83
685,135,685,685,2025-01-30 06:22:40.000,TARJETA,2548.42
686,136,686,686,2025-06-26 13:16:07.000,PAYPAL,1844.99
687,137,687,687,2026-02-13 02:12:04.000,PAYPAL,466.83
688,138,688,688,2026-07-26 22:03:34.000,TARJETA,2173.87
689,139,689,689,2025-09-19 16:11:42.000,BITCOIN,1160.31
690,140,690,690,2026-08-24 19:06:25.000,BITCOIN,2960.17
691,141,691,691,2026-12-03 09:13:00.000,TARJETA,1475.99
692,142,692,692,2026-08-15 22:31:16.000,PAYPAL,2383.15
693,143,693,693,2026-12-23 07:56:29.000,TRANSFERENCIA,720.78
694,144,694,694,2025-05-16 08:37:44.000,TRANSFERENCIA,2629.02
695,145,695,695,2025-11-05 07:31:32.000,BITCOIN,763.79
696,146,696,696,2026-09-01 04:01:24.000,BITCOIN,973.18
697,147,697,697,2026-08-13 05:45:50.000,PAYPAL,2970.37
698,148,698,698,2026-04-20 00:33:37.000,TARJETA,2085.76
699,149,699,699,2025-03-22 15:11:13.000,TRANSFERENCIA,1125.47
700,150,700,700,2025-04-27 20:54:23.000,EFECTIVO,1496.26
701,151,701,701,2025-04-16 01:53:16.000,TARJETA,1899.85
702,152,702,702,2026-05-21 22:57:23.000,TARJETA,476.54
703,153,703,703,2025-08-06 22:23:48.000,TARJETA,2308.27
704,154,704,704,2026-04-16 00:40:25.000,TRANSFERENCIA,804.74
705,155,705,705,2025-09-02 12:54:11.000,BITCOIN,2804.82
706,156,706,706,2025-07-23 17:32:03.000,EFECTIVO,729.63
707,157,707,707,2025-10-02 02:40:27.000,TARJETA,1426.16
708,158,708,708,2025-08-24 18:51:07.000,BITCOIN,2429.19
709,159,709,709,2026-02-09 04:40:52.000,PAYPAL,1597.29
710,160,710,710,2026-09-02 06:58:16.000,PAYPAL,2191.91
711,161,711,711,2026-03-04 18:18:28.000,TARJETA,2612.86
712,162,712,712,2025-01-12 19:04:01.000,TARJETA,978.91
713,163,713,713,2025-09-26 05:39:51.000,EFECTIVO,957.14
714,164,714,714,2026-09-09 09:53:41.000,TRANSFERENCIA,1685.20
715,165,715,715,2025-02-15 03:10:13.000,EFECTIVO,821.70
716,166,716,716,2025-05-07 12:10:04.000,TARJETA,449.70
717,167,717,717,2026-05-02 17:19:43.000,PAYPAL,1941.46
718,168,718,718,2025-05-17 04:10:24.000,PAYPAL,2378.21
719,169,719,719,2026-04-21 11:02:16.000,TARJETA,1035.06
720,170,720,720,2026-08-24 10:19:40.000,BITCOIN,2513.26
721,171,721,721,2026-05-07 17:03:59.000,BITCOIN,246.13
722,172,722,722,2026-11-01 20:34:46.000,TARJETA,51.72
723,173,723,723,2026-10-13 04:58:26.000,TARJETA,2619.75
724,174,724,724,2026-09-22 10:54:29.000,BITCOIN,2005.11
725,175,725,725,2025-10-20 08:48:29.000,TARJETA,2046.63
726,176,726,726,2025-02-09 22:56:48.000,BITCOIN,1436.79
727,177,727,727,2025-10-26 06:32:18.000,BITCOIN,1138.54
728,178,728,728,2025-06-23 20:46:12.000,TRANSFERENCIA,1760.64
729,179,729,729,2026-11-23 14:19:24.000,TRANSFERENCIA,662.77
730,180,730,730,2025-11-02 20:15:35.000,BITCOIN,1036.46
731,181,731,731,2025-09-11 18:27:14.000,BITCOIN,169.38
732,182,732,732,2026-03-18 04:53:08.000,TRANSFERENCIA,2614.38
733,183,733,733,2025-08-20 09:14:19.000,EFECTIVO,87.14
734,184,734,734,2025-04-12 14:30:28.000,BITCOIN,1099.75
735,185,735,735,2025-02-07 21:29:59.000,PAYPAL,1530.07
736,186,736,736,2025-12-31 05:55:42.000,TARJETA,2722.56
737,187,737,737,2025-04-07 05:47:49.000,PAYPAL,2936.72
738,188,738,738,2025-05-13 09:04:55.000,TRANSFERENCIA,1797.26
739,189,739,739,2025-05-13 18:56:45.000,PAYPAL,2017.66
740,190,740,740,2025-01-08 18:45:46.000,TRANSFERENCIA,1704.93
741,191,741,741,2025-11-06 21:11:19.000,TRANSFERENCIA,1286.46
742,192,742,742,2026-05-04 16:00:42.000,BITCOIN,1137.12
743,193,743,743,2025-09-06 16:15:19.000,BITCOIN,591.19
744,194,744,744,2025-04-01 05:02:20.000,TARJETA,1312.61
745,195,745,745,2026-01-12 05:00:47.000,PAYPAL,2041.38
746,196,746,746,2025-07-22 17:22:54.000,EFECTIVO,1860.29
747,197,747,747,2026-08-24 06:55:38.000,TARJETA,1232.24
748,198,748,748,2026-04-11 06:40:00.000,TARJETA,1819.64
749,199,749,749,2025-01-18 04:10:58.000,EFECTIVO,1809.17
750,200,750,750,2025-02-07 13:24:08.000,BITCOIN,2333.77
751,201,751,751,2025-10-12 02:08:53.000,EFECTIVO,2058.78
752,202,752,752,2025-05-10 22:42:13.000,BITCOIN,637.69
753,203,753,753,2025-11-07 22:28:49.000,PAYPAL,1583.03
754,204,754,754,2026-12-10 09:28:48.000,TARJETA,2263.42
755,205,755,755,2025-01-04 16:12:16.000,EFECTIVO,1307.16
756,206,756,756,2025-08-04 02:02:57.000,TRANSFERENCIA,2916.65
757,207,757,757,2025-08-05 11:28:45.000,PAYPAL,2568.92
758,208,758,758,2026-09-05 03:06:41.000,PAYPAL,260.33
759,209,759,759,2025-03-26 04:43:07.000,EFECTIVO,2199.44
760,210,760,760,2025-12-13 12:35:37.000,TARJETA,1337.58
761,211,761,761,2025-07-15 08:40:17.000,EFECTIVO,2351.56
762,212,762,762,2026-08-08 17:27:36.000,TARJETA,1210.41
763,213,763,763,2025-07-22 13:53:31.000,TARJETA,1718.71
764,214,764,764,2026-01-24 00:07:40.000,EFECTIVO,225.11
765,215,765,765,2025-07-22 20:12:22.000,BITCOIN,2886.64
766,216,766,766,2026-07-03 17:32:18.000,BITCOIN,2183.59
767,217,767,767,2026-03-20 12:34:03.000,BITCOIN,2087.25
768,218,768,768,2025-04-23 12:06:04.000,TRANSFERENCIA,747.64
769,219,769,769,2025-01-08 08:26:30.000,PAYPAL,547.55
770,220,770,770,2025-09-15 14:04:11.000,PAYPAL,474.54
771,221,771,771,2025-12-14 23:21:26.000,EFECTIVO,2553.92
772,222,772,772,2026-05-17 07:41:53.000,TRANSFERENCIA,1070.70
773,223,773,773,2025-08-27 08:06:34.000,PAYPAL,2193.59
774,224,774,774,2026-12-13 12:37:13.000,EFECTIVO,2670.27
775,225,775,775,2026-03-31 03:39:28.000,TRANSFERENCIA,2789.08
776,226,776,776,2026-04-22 17:30:06.000,TARJETA,2360.16
777,227,777,777,2025-07-30 10:42:14.000,PAYPAL,2288.87
778,228,778,778,2025-01-09 21:33:34.000,EFECTIVO,2520.01
779,229,779,779,2025-09-14 04:16:31.000,BITCOIN,2690.48
780,230,780,780,2025-03-03 09:18:42.000,TRANSFERENCIA,633.74
781,231,781,781,2026-09-24 23:01:12.000,TARJETA,1695.29
782,232,782,782,2026-11-11 11:14:59.000,BITCOIN,2032.12
783,233,783,783,2026-08-12 06:37:20.000,EFECTIVO,1640.56
784,234,784,784,2025-11-21 16:50:21.000,TRANSFERENCIA,2925.80
785,235,785,785,2026-04-01 20:06:06.000,BITCOIN,744.30
