"id_comodidad_habitacion","id_tipo_habitacion","id_tipo_comodidad","detalle"
797,3,10,Requiere activaci??n previa
798,9,4,Disponible bajo petici??n
799,4,9,Requiere activaci??n previa
800,9,2,Incluido en la tarifa
801,5,2,Incluido en la tarifa
802,5,3,Incluido en la tarifa
803,10,6,Requiere activaci??n previa
804,7,10,Requiere activaci??n previa
805,1,3,Mantenimiento mensual
806,10,5,Disponible bajo petici??n
807,1,2,Disponible bajo petici??n
808,8,7,Disponible bajo petici??n
809,9,1,Requiere activaci??n previa
810,10,4,Incluido en la tarifa
811,4,1,Mantenimiento mensual
812,5,9,Mantenimiento mensual
813,10,9,Mantenimiento mensual
814,2,2,Requiere activaci??n previa
815,8,9,Incluido en la tarifa
816,5,2,Disponible bajo petici??n
817,6,9,Mantenimiento mensual
818,4,3,Mantenimiento mensual
819,5,3,Requiere activaci??n previa
820,8,10,Requiere activaci??n previa
821,2,9,Disponible bajo petici??n
822,9,8,Mantenimiento mensual
823,1,5,Disponible bajo petici??n
824,5,1,Incluido en la tarifa
825,9,10,Mantenimiento mensual
826,7,3,Requiere activaci??n previa
827,7,6,Disponible bajo petici??n
828,4,1,Requiere activaci??n previa
829,3,2,Mantenimiento mensual
830,3,10,Disponible bajo petici??n
831,10,1,Incluido en la tarifa
832,8,1,Mantenimiento mensual
833,3,7,Disponible bajo petici??n
834,8,6,Incluido en la tarifa
835,3,5,Mantenimiento mensual
836,3,6,Requiere activaci??n previa
837,8,2,Requiere activaci??n previa
838,3,9,Disponible bajo petici??n
839,5,4,Requiere activaci??n previa
840,1,4,Mantenimiento mensual
841,10,4,Disponible bajo petici??n
842,2,1,Requiere activaci??n previa
843,2,7,Disponible bajo petici??n
844,10,1,Requiere activaci??n previa
845,10,3,Requiere activaci??n previa
846,2,1,Incluido en la tarifa
847,6,10,Incluido en la tarifa
848,1,8,Incluido en la tarifa
849,2,7,Disponible bajo petici??n
850,10,2,Mantenimiento mensual
851,8,3,Requiere activaci??n previa
852,10,1,Disponible bajo petici??n
853,6,10,Incluido en la tarifa
854,2,6,Requiere activaci??n previa
855,3,8,Incluido en la tarifa
856,3,3,Incluido en la tarifa
857,6,6,Mantenimiento mensual
858,2,8,Mantenimiento mensual
859,7,9,Disponible bajo petici??n
860,1,10,Mantenimiento mensual
861,2,3,Disponible bajo petici??n
862,8,2,Requiere activaci??n previa
863,9,8,Incluido en la tarifa
864,2,2,Disponible bajo petici??n
865,2,10,Mantenimiento mensual
866,5,3,Requiere activaci??n previa
867,10,1,Mantenimiento mensual
868,2,6,Disponible bajo petici??n
869,9,6,Incluido en la tarifa
870,6,2,Mantenimiento mensual
871,6,9,Incluido en la tarifa
872,2,3,Mantenimiento mensual
873,8,8,Disponible bajo petici??n
874,6,3,Requiere activaci??n previa
875,5,3,Incluido en la tarifa
876,1,5,Requiere activaci??n previa
877,2,3,Incluido en la tarifa
878,3,7,Requiere activaci??n previa
879,7,10,Disponible bajo petici??n
880,4,4,Mantenimiento mensual
881,2,1,Disponible bajo petici??n
882,5,2,Requiere activaci??n previa
883,10,2,Disponible bajo petici??n
884,3,5,Mantenimiento mensual
885,7,1,Disponible bajo petici??n
886,5,4,Requiere activaci??n previa
887,2,8,Disponible bajo petici??n
888,7,8,Disponible bajo petici??n
889,7,2,Mantenimiento mensual
890,6,10,Disponible bajo petici??n
891,9,3,Mantenimiento mensual
892,10,8,Disponible bajo petici??n
893,1,3,Incluido en la tarifa
894,4,2,Requiere activaci??n previa
895,10,5,Requiere activaci??n previa
896,4,10,Disponible bajo petici??n
897,9,1,Requiere activaci??n previa
898,4,8,Mantenimiento mensual
899,5,8,Disponible bajo petici??n
900,10,9,Disponible bajo petici??n
901,1,9,Incluido en la tarifa
902,1,8,Mantenimiento mensual
903,2,6,Mantenimiento mensual
904,6,5,Requiere activaci??n previa
905,7,5,Mantenimiento mensual
906,9,10,Incluido en la tarifa
907,3,3,Mantenimiento mensual
908,9,3,Incluido en la tarifa
909,1,2,Incluido en la tarifa
910,1,1,Mantenimiento mensual
911,4,6,Incluido en la tarifa
912,6,4,Incluido en la tarifa
913,8,6,Incluido en la tarifa
914,10,3,Mantenimiento mensual
915,4,6,Requiere activaci??n previa
916,5,7,Requiere activaci??n previa
917,2,6,Disponible bajo petici??n
918,5,5,Requiere activaci??n previa
919,4,7,Requiere activaci??n previa
920,4,9,Disponible bajo petici??n
921,2,3,Requiere activaci??n previa
922,9,6,Mantenimiento mensual
923,10,9,Disponible bajo petici??n
924,6,7,Disponible bajo petici??n
925,4,8,Mantenimiento mensual
926,5,4,Requiere activaci??n previa
927,1,2,Mantenimiento mensual
928,1,2,Mantenimiento mensual
929,9,9,Mantenimiento mensual
930,9,1,Incluido en la tarifa
931,5,1,Mantenimiento mensual
932,8,7,Requiere activaci??n previa
933,4,3,Requiere activaci??n previa
934,7,9,Incluido en la tarifa
935,4,10,Disponible bajo petici??n
936,3,8,Mantenimiento mensual
937,6,8,Disponible bajo petici??n
938,2,10,Incluido en la tarifa
939,4,5,Incluido en la tarifa
940,6,1,Mantenimiento mensual
941,5,2,Disponible bajo petici??n
942,4,5,Disponible bajo petici??n
943,8,9,Mantenimiento mensual
944,1,4,Mantenimiento mensual
945,8,5,Requiere activaci??n previa
946,2,7,Incluido en la tarifa
947,4,1,Mantenimiento mensual
948,2,3,Incluido en la tarifa
949,6,9,Mantenimiento mensual
950,4,1,Incluido en la tarifa
951,9,3,Requiere activaci??n previa
952,6,4,Incluido en la tarifa
953,10,1,Disponible bajo petici??n
954,3,2,Mantenimiento mensual
955,1,1,Disponible bajo petici??n
956,6,7,Disponible bajo petici??n
957,10,2,Mantenimiento mensual
958,5,9,Requiere activaci??n previa
959,6,8,Disponible bajo petici??n
960,8,10,Disponible bajo petici??n
961,8,2,Incluido en la tarifa
962,7,5,Mantenimiento mensual
963,10,4,Incluido en la tarifa
964,3,8,Disponible bajo petici??n
965,5,3,Incluido en la tarifa
966,10,7,Mantenimiento mensual
967,3,2,Mantenimiento mensual
968,1,8,Incluido en la tarifa
969,3,7,Mantenimiento mensual
970,2,1,Requiere activaci??n previa
971,5,2,Disponible bajo petici??n
972,1,5,Mantenimiento mensual
973,8,4,Disponible bajo petici??n
974,7,7,Incluido en la tarifa
975,6,10,Disponible bajo petici??n
976,8,8,Mantenimiento mensual
