"id_detalle_factura","id_factura","id_servicio","id_habitacion","id_descuento","id_aumento_costo","concepto","precio_unitario","cantidad","subtotal","monto_descuento","monto_aumento","precio_total"
309,25,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
310,179,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
311,83,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
312,28,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
313,99,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
314,31,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
315,131,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
316,14,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
317,127,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
318,144,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
319,165,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
320,95,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
321,8,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
322,39,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
323,28,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
324,117,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
325,55,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
326,102,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
327,1,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
328,1,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
329,68,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
330,162,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
331,52,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
332,105,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
333,97,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
334,112,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
335,13,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
336,164,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
337,87,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
338,166,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
339,100,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
340,161,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
341,76,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
342,101,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
343,144,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
344,175,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
345,121,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
346,170,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
347,114,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
348,130,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
349,151,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
350,38,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
351,160,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
352,103,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
353,132,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
354,87,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
355,53,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
356,153,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
357,142,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
358,67,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
359,135,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
360,101,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
361,41,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
362,57,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
363,74,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
364,59,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
365,8,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
366,2,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
367,146,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
368,46,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
369,132,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
370,63,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
371,47,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
372,53,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
373,40,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
374,24,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
375,164,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
376,10,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
377,5,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
378,29,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
379,158,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
380,68,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
381,136,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
382,134,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
383,102,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
384,127,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
385,165,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
386,30,5,,,,Tour Guiado Volcanes,60.00,1,60.00,0.00,0.00,60.00
387,67,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
388,124,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
389,10,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
390,99,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
391,108,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
392,2,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
393,33,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
394,1,8,,,,Clase de Surf Privada,25.00,1,25.00,0.00,0.00,25.00
395,37,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
396,36,10,,,,Estacionamiento Valet,32.00,1,32.00,0.00,0.00,32.00
397,142,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
398,21,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
399,20,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
400,40,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
401,43,9,,,,Cena Rom??ntica en Playa,80.00,1,80.00,0.00,0.00,80.00
402,59,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
403,129,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
404,13,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
405,112,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
406,96,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
407,96,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
408,96,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
409,96,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
410,96,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
411,96,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
412,97,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
413,97,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
414,97,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
415,97,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
416,97,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
417,97,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
418,98,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
419,98,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
420,98,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
421,98,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
422,98,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
423,98,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
424,99,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
425,99,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
426,99,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
427,99,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
428,99,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
429,99,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
430,100,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
431,100,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
432,100,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
433,100,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
434,100,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
435,100,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
436,101,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
437,101,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
438,101,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
439,101,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
440,101,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
441,101,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
442,102,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
443,102,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
444,102,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
445,102,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
446,102,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
447,102,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
448,103,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
449,103,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
450,103,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
451,103,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
452,103,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
453,103,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
454,104,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
455,104,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
456,104,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
457,104,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
458,104,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
459,104,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
460,105,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
461,105,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
462,105,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
463,105,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
464,105,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
465,105,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
466,106,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
467,106,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
468,106,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
469,106,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
470,106,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
471,106,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
472,127,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
473,127,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
474,127,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
475,127,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
476,127,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
477,127,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
478,127,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
479,127,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
480,127,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
481,127,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
482,127,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
483,127,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
484,107,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
485,107,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
486,107,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
487,107,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
488,107,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
489,107,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
490,108,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
491,108,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
492,108,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
493,108,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
494,108,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
495,108,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
496,109,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
497,109,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
498,109,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
499,109,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
500,109,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
501,109,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
502,115,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
503,115,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
504,115,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
505,115,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
506,115,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
507,115,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
508,102,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
509,102,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
510,102,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
511,102,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
512,102,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
513,102,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
514,110,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
515,110,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
516,110,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
517,110,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
518,110,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
519,110,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
520,111,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
521,111,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
522,111,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
523,111,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
524,111,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
525,111,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
526,112,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
527,112,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
528,112,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
529,112,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
530,112,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
531,112,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
532,113,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
533,113,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
534,113,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
535,113,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
536,113,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
537,113,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
538,114,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
539,114,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
540,114,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
541,114,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
542,114,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
543,114,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
544,115,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
545,115,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
546,115,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
547,115,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
548,115,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
549,115,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
550,96,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
551,96,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
552,96,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
553,96,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
554,96,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
555,96,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
556,121,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
557,121,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
558,121,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
559,121,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
560,121,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
561,121,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
562,116,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
563,116,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
564,116,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
565,116,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
566,116,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
567,116,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
568,117,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
569,117,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
570,117,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
571,117,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
572,117,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
573,117,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
574,118,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
575,118,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
576,118,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
577,118,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
578,118,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
579,118,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
580,60,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
581,60,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
582,60,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
583,60,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
584,60,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
585,60,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
586,119,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
587,119,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
588,119,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
589,119,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
590,119,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
591,119,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
592,120,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
593,120,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
594,120,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
595,120,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
596,120,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
597,120,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
598,121,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
599,121,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
600,121,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
601,121,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
602,121,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
603,121,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
604,122,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
605,122,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
606,122,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
607,122,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
608,122,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
609,122,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
610,123,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
611,123,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
612,123,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
613,123,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
614,123,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
615,123,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
616,124,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
617,124,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
618,124,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
619,124,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
620,124,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
621,124,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
622,124,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
623,124,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
624,124,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
625,124,7,,,,Alquiler de Bicicleta,12.00,1,12.00,0.00,0.00,12.00
626,124,1,,,,Desayuno Buffet,15.00,1,15.00,0.00,0.00,15.00
627,124,3,,,,Transporte Aeropuerto,35.00,1,35.00,0.00,0.00,35.00
628,103,6,,,,Lavander??a (por libra),41.00,1,41.00,0.00,0.00,41.00
629,103,4,,,,Servicio a la Habitaci??n,10.00,1,10.00,0.00,0.00,10.00
630,103,2,,,,Masaje Relajante 60 min,45.00,1,45.00,0.00,0.00,45.00
