"id_habitacion","id_hotel","nivel","numero_habitacion","id_tipo_habitacion","precio","estado","capacidad_maxima","descripcion"
233,6,5,6733,5,686.64,OCUPADA,9,Donec posuere metus vitae ipsum.
234,10,5,10734,7,271.10,OCUPADA,6,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
235,2,9,3135,9,520.98,DISPONIBLE,6,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
236,4,1,4336,4,668.80,MANTENIMIENTO,4,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
237,10,10,11237,6,508.66,OCUPADA,5,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
238,6,6,6838,1,198.36,OCUPADA,8,Integer ac leo.
239,6,4,6639,2,648.95,DISPONIBLE,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
240,4,5,4740,1,300.52,OCUPADA,10,Nullam sit amet turpis elementum ligula vehicula consequat.
241,6,3,6541,6,218.30,MANTENIMIENTO,5,Morbi non quam nec dui luctus rutrum.
242,4,10,5242,5,401.76,DISPONIBLE,5,Mauris ullamcorper purus sit amet nulla.
243,8,2,8443,8,207.70,DISPONIBLE,2,In hac habitasse platea dictumst.
244,5,7,5944,5,563.19,MANTENIMIENTO,7,Mauris sit amet eros.
245,3,6,3845,4,340.23,OCUPADA,4,Phasellus in felis. Donec semper sapien a libero.
246,3,4,3646,2,351.19,MANTENIMIENTO,9,Donec ut dolor.
247,3,9,4147,2,389.36,OCUPADA,9,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
248,6,1,6348,9,137.99,DISPONIBLE,9,Quisque ut erat. Curabitur gravida nisi at nibh.
249,6,7,6949,8,142.36,DISPONIBLE,6,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
250,2,1,2350,6,484.54,DISPONIBLE,5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
251,8,8,9051,3,207.50,DISPONIBLE,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
252,3,7,3952,10,110.27,DISPONIBLE,9,Ut at dolor quis odio consequat varius. Integer ac leo.
253,4,3,4553,6,517.46,MANTENIMIENTO,10,Quisque ut erat. Curabitur gravida nisi at nibh.
254,10,7,10954,5,675.20,MANTENIMIENTO,10,Donec posuere metus vitae ipsum.
255,2,3,2555,3,350.76,OCUPADA,5,Vivamus vestibulum sagittis sapien.
256,6,1,6356,7,536.08,MANTENIMIENTO,8,Morbi non quam nec dui luctus rutrum. Nulla tellus.
257,9,1,9357,3,745.32,OCUPADA,6,Ut at dolor quis odio consequat varius. Integer ac leo.
258,6,10,7258,3,162.16,OCUPADA,9,Nunc rhoncus dui vel sem. Sed sagittis.
259,3,7,3959,6,393.72,DISPONIBLE,9,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
260,5,2,5460,7,431.26,DISPONIBLE,5,Aliquam non mauris. Morbi non lectus.
261,6,6,6861,9,99.94,DISPONIBLE,6,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
262,6,4,6662,6,82.47,OCUPADA,6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
263,7,10,8263,10,53.89,DISPONIBLE,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
264,2,8,3064,7,440.84,MANTENIMIENTO,7,Quisque ut erat.
265,4,5,4765,9,110.51,OCUPADA,7,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
266,2,3,2566,10,104.40,DISPONIBLE,1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
267,4,4,4667,9,710.75,OCUPADA,8,Nulla facilisi.
268,4,10,5268,6,692.95,MANTENIMIENTO,8,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
269,8,3,8569,9,621.74,OCUPADA,8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
270,8,5,8770,7,664.31,MANTENIMIENTO,5,Fusce consequat.
271,5,4,5671,4,714.29,MANTENIMIENTO,5,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
272,2,5,2772,4,114.05,DISPONIBLE,4,Mauris ullamcorper purus sit amet nulla.
273,3,4,3673,8,411.81,OCUPADA,2,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
274,5,3,5574,8,615.79,OCUPADA,8,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
275,10,7,10975,10,175.95,DISPONIBLE,4,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
276,8,10,9276,6,271.47,MANTENIMIENTO,8,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
277,6,3,6577,2,733.09,MANTENIMIENTO,4,Etiam justo.
278,8,5,8778,6,298.97,MANTENIMIENTO,10,Donec vitae nisi.
279,8,8,9079,3,242.22,MANTENIMIENTO,6,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
280,4,6,4880,1,575.88,DISPONIBLE,10,In eleifend quam a odio.
281,6,5,6781,9,697.75,MANTENIMIENTO,1,Aliquam quis turpis eget elit sodales scelerisque.
282,6,5,6782,1,748.15,DISPONIBLE,2,Nulla nisl. Nunc nisl.
283,5,1,5383,1,392.91,DISPONIBLE,10,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
284,4,1,4384,2,385.17,MANTENIMIENTO,7,Mauris lacinia sapien quis libero.
285,9,1,9385,10,643.36,DISPONIBLE,1,Aenean lectus.
286,3,3,3586,6,121.19,MANTENIMIENTO,7,Aenean lectus.
287,9,6,9887,7,595.36,MANTENIMIENTO,1,Morbi a ipsum. Integer a nibh.
288,4,8,5088,9,37.65,MANTENIMIENTO,9,Maecenas pulvinar lobortis est.
289,8,9,9189,10,78.46,OCUPADA,4,Nulla mollis molestie lorem. Quisque ut erat.
290,6,5,6790,8,696.15,MANTENIMIENTO,6,Ut tellus. Nulla ut erat id mauris vulputate elementum.
291,2,2,2491,4,478.17,MANTENIMIENTO,9,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
292,5,5,5792,10,416.80,OCUPADA,6,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
293,5,4,5693,2,320.99,DISPONIBLE,7,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
294,9,1,9394,2,78.80,DISPONIBLE,2,In hac habitasse platea dictumst.
295,5,9,6195,2,468.63,MANTENIMIENTO,7,In sagittis dui vel nisl.
296,5,6,5896,1,209.02,DISPONIBLE,1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
297,5,10,6297,3,670.01,OCUPADA,10,Suspendisse potenti. In eleifend quam a odio.
298,5,8,6098,5,64.20,OCUPADA,1,Nulla nisl. Nunc nisl.
299,2,10,3299,8,723.50,OCUPADA,9,Integer ac neque.
300,10,8,11100,3,247.16,DISPONIBLE,5,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
301,6,4,6701,10,508.72,MANTENIMIENTO,9,Suspendisse accumsan tortor quis turpis. Sed ante.
302,4,4,4702,4,716.11,MANTENIMIENTO,8,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
303,9,10,10303,7,707.69,DISPONIBLE,6,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
304,8,9,9204,10,275.92,MANTENIMIENTO,9,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
305,1,6,1905,5,84.70,DISPONIBLE,9,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
306,3,4,3706,10,195.75,DISPONIBLE,1,Curabitur in libero ut massa volutpat convallis.
307,10,3,10607,10,386.39,OCUPADA,2,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
308,10,10,11308,3,280.62,MANTENIMIENTO,6,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
309,3,3,3609,5,302.02,OCUPADA,6,In hac habitasse platea dictumst.
310,9,1,9410,5,54.27,OCUPADA,7,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
311,2,2,2511,8,255.02,DISPONIBLE,5,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
312,9,8,10112,6,719.55,MANTENIMIENTO,8,Vestibulum rutrum rutrum neque.
313,1,5,1813,4,387.22,DISPONIBLE,8,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
314,4,6,4914,2,82.38,OCUPADA,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
315,4,6,4915,8,400.25,MANTENIMIENTO,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
316,6,9,7216,1,637.33,DISPONIBLE,5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
317,9,6,9917,3,280.58,MANTENIMIENTO,5,Nulla ut erat id mauris vulputate elementum. Nullam varius.
318,2,7,3018,9,498.46,OCUPADA,10,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
319,2,8,3119,4,643.02,DISPONIBLE,6,Nulla facilisi.
320,3,7,4020,9,462.94,DISPONIBLE,2,Nullam sit amet turpis elementum ligula vehicula consequat.
321,5,5,5821,9,483.72,OCUPADA,6,Maecenas tincidunt lacus at velit.
322,4,5,4822,9,62.28,OCUPADA,4,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
323,5,1,5423,6,315.67,MANTENIMIENTO,3,Suspendisse potenti.
324,1,7,2024,2,295.71,DISPONIBLE,4,Nulla mollis molestie lorem.
325,4,9,5225,10,262.91,MANTENIMIENTO,7,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
326,4,3,4626,1,136.95,MANTENIMIENTO,4,Praesent blandit. Nam nulla.
327,3,2,3527,8,380.40,MANTENIMIENTO,2,Fusce posuere felis sed lacus.
328,6,5,6828,7,733.05,MANTENIMIENTO,3,Nullam varius. Nulla facilisi.
329,5,8,6129,9,55.40,DISPONIBLE,7,Sed vel enim sit amet nunc viverra dapibus.
330,3,9,4230,6,708.92,OCUPADA,6,Phasellus in felis. Donec semper sapien a libero.
331,1,2,1531,3,116.86,DISPONIBLE,2,Donec dapibus.
332,3,5,3832,9,470.38,DISPONIBLE,8,Nam tristique tortor eu pede.
333,7,2,7533,5,589.81,MANTENIMIENTO,7,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
334,10,10,11334,4,403.24,DISPONIBLE,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
335,2,10,3335,10,288.30,MANTENIMIENTO,3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
336,5,1,5436,10,389.08,MANTENIMIENTO,1,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
337,5,8,6137,1,119.86,MANTENIMIENTO,3,Nulla justo.
338,6,10,7338,4,516.39,DISPONIBLE,10,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
339,10,7,11039,3,105.87,OCUPADA,6,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
340,1,1,1440,7,257.22,DISPONIBLE,2,Nunc rhoncus dui vel sem.
341,4,6,4941,10,554.35,OCUPADA,1,Phasellus sit amet erat. Nulla tempus.
342,2,1,2442,4,740.68,DISPONIBLE,1,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
343,8,8,9143,4,308.06,OCUPADA,6,Duis consequat dui nec nisi volutpat eleifend.
344,4,10,5344,9,699.86,MANTENIMIENTO,9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
345,9,2,9545,10,597.41,OCUPADA,9,Aliquam non mauris.
346,2,9,3246,7,266.96,MANTENIMIENTO,9,Etiam pretium iaculis justo.
347,6,3,6647,7,730.57,DISPONIBLE,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
348,8,6,8948,9,539.69,DISPONIBLE,3,Suspendisse potenti. In eleifend quam a odio.
349,10,8,11149,5,146.04,OCUPADA,9,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
350,3,4,3750,7,346.83,DISPONIBLE,4,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
351,4,6,4951,5,681.49,DISPONIBLE,8,Ut tellus. Nulla ut erat id mauris vulputate elementum.
352,6,3,6652,2,116.90,DISPONIBLE,5,Vivamus vel nulla eget eros elementum pellentesque.
353,4,6,4953,1,348.60,MANTENIMIENTO,8,Nulla mollis molestie lorem.
354,4,9,5254,10,521.22,DISPONIBLE,6,Vestibulum ac est lacinia nisi venenatis tristique.
355,4,4,4755,9,456.27,DISPONIBLE,7,Nunc nisl.
356,5,5,5856,2,73.54,OCUPADA,6,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
357,3,7,4057,8,380.54,OCUPADA,6,Etiam faucibus cursus urna.
358,6,8,7158,2,96.30,DISPONIBLE,8,Proin interdum mauris non ligula pellentesque ultrices.
359,4,1,4459,1,453.89,OCUPADA,4,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
360,8,9,9260,9,211.60,DISPONIBLE,3,Nulla tellus.
361,2,8,3161,10,487.63,DISPONIBLE,2,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
362,2,6,2962,6,237.34,OCUPADA,2,Quisque id justo sit amet sapien dignissim vestibulum.
363,5,1,5463,1,661.68,DISPONIBLE,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
364,8,10,9364,4,632.07,DISPONIBLE,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
365,2,7,3065,3,303.41,DISPONIBLE,6,Nullam porttitor lacus at turpis.
366,2,8,3166,3,692.51,MANTENIMIENTO,8,In blandit ultrices enim.
367,8,9,9267,6,476.20,OCUPADA,5,Nulla tellus. In sagittis dui vel nisl.
368,4,7,5068,3,682.15,OCUPADA,7,Aenean sit amet justo. Morbi ut odio.
369,6,7,7069,6,724.91,MANTENIMIENTO,8,Donec quis orci eget orci vehicula condimentum.
370,2,8,3170,4,296.44,DISPONIBLE,4,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
371,6,2,6571,1,499.20,OCUPADA,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
372,2,6,2972,8,629.80,DISPONIBLE,3,Aliquam erat volutpat. In congue.
373,6,5,6873,2,291.63,OCUPADA,9,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
374,5,4,5774,3,598.06,MANTENIMIENTO,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
375,7,5,7875,8,443.17,MANTENIMIENTO,9,Etiam vel augue. Vestibulum rutrum rutrum neque.
376,4,6,4976,10,224.35,MANTENIMIENTO,5,Suspendisse potenti.
377,5,5,5877,2,544.32,MANTENIMIENTO,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
378,9,1,9478,6,571.83,MANTENIMIENTO,4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
379,3,8,4179,8,566.82,OCUPADA,7,Donec ut mauris eget massa tempor convallis.
380,7,9,8280,2,190.39,DISPONIBLE,8,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
381,2,10,3381,1,722.46,OCUPADA,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
382,6,10,7382,4,259.27,OCUPADA,8,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
383,5,6,5983,9,170.44,OCUPADA,9,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
384,1,8,2184,5,90.72,MANTENIMIENTO,6,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
385,1,2,1585,9,727.60,DISPONIBLE,4,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
386,2,3,2686,2,130.32,DISPONIBLE,2,In sagittis dui vel nisl.
387,7,6,7987,8,460.83,OCUPADA,8,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
388,10,7,11088,3,309.25,MANTENIMIENTO,8,Maecenas pulvinar lobortis est.
389,6,4,6789,3,259.64,DISPONIBLE,9,Aliquam erat volutpat.
390,4,7,5090,6,398.74,OCUPADA,10,Nulla ut erat id mauris vulputate elementum.
391,4,9,5291,7,33.09,MANTENIMIENTO,1,Integer ac leo.
392,4,8,5192,1,228.05,OCUPADA,8,Vivamus tortor.
393,8,4,8793,9,608.13,MANTENIMIENTO,2,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
394,2,5,2894,1,246.59,OCUPADA,2,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
395,5,8,6195,7,318.54,MANTENIMIENTO,2,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
396,7,6,7996,4,560.39,MANTENIMIENTO,10,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
397,10,3,10697,3,116.01,MANTENIMIENTO,3,Nullam varius.
398,2,9,3298,3,331.64,OCUPADA,7,In congue.
399,2,1,2499,10,470.14,OCUPADA,9,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
400,6,9,7300,1,391.37,MANTENIMIENTO,5,Pellentesque eget nunc.
401,2,5,2901,6,448.34,MANTENIMIENTO,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
402,9,5,9902,6,621.00,MANTENIMIENTO,2,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
403,7,9,8303,5,200.86,DISPONIBLE,9,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
404,6,2,6604,5,86.12,MANTENIMIENTO,9,Phasellus sit amet erat. Nulla tempus.
405,6,2,6605,5,578.35,OCUPADA,7,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
406,1,6,2006,3,611.37,DISPONIBLE,9,Nulla nisl. Nunc nisl.
407,1,6,2007,6,119.20,MANTENIMIENTO,9,Vestibulum rutrum rutrum neque.
408,4,7,5108,5,625.12,MANTENIMIENTO,9,Donec posuere metus vitae ipsum.
409,5,4,5809,1,655.47,DISPONIBLE,5,Proin risus.
410,2,6,3010,1,642.90,OCUPADA,6,Aenean sit amet justo.
411,1,4,1811,10,32.52,DISPONIBLE,1,Pellentesque ultrices mattis odio.
412,8,5,8912,3,430.19,OCUPADA,2,Morbi a ipsum. Integer a nibh.
413,5,4,5813,6,737.20,MANTENIMIENTO,7,Quisque porta volutpat erat.
414,6,7,7114,3,172.92,DISPONIBLE,10,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
415,2,2,2615,8,90.44,DISPONIBLE,10,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
416,8,2,8616,7,105.94,DISPONIBLE,8,Quisque ut erat. Curabitur gravida nisi at nibh.
417,2,6,3017,5,722.55,MANTENIMIENTO,4,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
905,6,2,7105,8,680.92,OCUPADA,3,Nunc nisl.
418,2,10,3418,1,700.87,MANTENIMIENTO,8,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
419,8,5,8919,1,366.54,OCUPADA,6,Cras pellentesque volutpat dui.
420,4,3,4720,7,373.97,MANTENIMIENTO,10,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
421,7,2,7621,2,641.40,OCUPADA,1,Aenean fermentum.
422,4,9,5322,2,280.60,DISPONIBLE,1,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
423,6,4,6823,7,55.93,MANTENIMIENTO,1,Nulla ut erat id mauris vulputate elementum.
424,8,5,8924,5,528.46,MANTENIMIENTO,3,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
425,5,3,5725,2,563.27,DISPONIBLE,3,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
426,7,4,7826,9,271.44,MANTENIMIENTO,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
427,7,10,8427,1,473.23,DISPONIBLE,1,Integer a nibh. In quis justo.
428,4,7,5128,2,530.51,OCUPADA,9,Proin at turpis a pede posuere nonummy.
429,6,10,7429,4,575.66,MANTENIMIENTO,2,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
430,3,10,4430,5,504.08,MANTENIMIENTO,10,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
431,1,7,2131,2,505.81,DISPONIBLE,5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
432,5,4,5832,1,240.52,OCUPADA,9,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
433,10,4,10833,3,355.54,MANTENIMIENTO,9,Morbi quis tortor id nulla ultrices aliquet.
434,5,7,6134,6,533.15,MANTENIMIENTO,6,Praesent blandit. Nam nulla.
435,8,9,9335,6,120.67,DISPONIBLE,8,Vestibulum sed magna at nunc commodo placerat.
436,2,7,3136,7,345.50,MANTENIMIENTO,4,Proin at turpis a pede posuere nonummy.
437,4,10,5437,6,147.59,DISPONIBLE,5,Integer non velit.
438,6,3,6738,9,684.96,MANTENIMIENTO,2,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
439,4,10,5439,1,489.17,OCUPADA,9,Etiam justo. Etiam pretium iaculis justo.
440,4,1,4540,3,136.66,DISPONIBLE,8,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
441,4,5,4941,8,372.95,MANTENIMIENTO,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
442,6,1,6542,8,226.58,DISPONIBLE,6,Nulla justo.
443,2,6,3043,10,422.58,OCUPADA,10,Suspendisse potenti.
444,6,2,6644,8,724.64,OCUPADA,10,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
445,6,1,6545,2,53.02,DISPONIBLE,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
446,4,6,5046,8,644.51,OCUPADA,6,Quisque ut erat.
447,1,2,1647,5,615.61,DISPONIBLE,4,Nullam porttitor lacus at turpis.
448,6,6,7048,7,654.84,OCUPADA,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
449,3,8,4249,1,591.31,MANTENIMIENTO,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
450,5,6,6050,4,405.00,MANTENIMIENTO,7,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
451,2,5,2951,5,319.04,OCUPADA,9,Praesent blandit.
452,5,8,6252,10,447.73,DISPONIBLE,4,In eleifend quam a odio. In hac habitasse platea dictumst.
453,1,7,2153,8,609.89,MANTENIMIENTO,8,Aenean lectus. Pellentesque eget nunc.
454,5,7,6154,10,663.76,MANTENIMIENTO,1,Nulla facilisi.
455,7,7,8155,4,601.81,MANTENIMIENTO,8,Maecenas pulvinar lobortis est.
456,6,6,7056,3,744.84,DISPONIBLE,4,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
457,4,6,5057,8,253.03,DISPONIBLE,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
458,2,5,2958,6,190.91,MANTENIMIENTO,4,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
459,6,4,6859,1,182.99,MANTENIMIENTO,5,Sed accumsan felis. Ut at dolor quis odio consequat varius.
460,8,3,8760,4,506.55,DISPONIBLE,1,Suspendisse potenti.
461,4,7,5161,10,603.16,OCUPADA,6,Morbi non quam nec dui luctus rutrum. Nulla tellus.
462,6,8,7262,6,569.62,DISPONIBLE,3,Nulla tempus.
463,8,6,9063,8,665.51,MANTENIMIENTO,9,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
464,6,7,7164,10,600.28,DISPONIBLE,6,Donec quis orci eget orci vehicula condimentum.
465,3,9,4365,4,436.90,MANTENIMIENTO,3,Suspendisse accumsan tortor quis turpis.
466,9,10,10466,7,250.56,MANTENIMIENTO,7,Nullam porttitor lacus at turpis.
467,6,6,7067,1,322.79,DISPONIBLE,1,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
468,5,7,6168,5,194.03,OCUPADA,1,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
469,1,6,2069,8,516.27,MANTENIMIENTO,5,Aliquam non mauris. Morbi non lectus.
470,10,2,10670,5,212.57,OCUPADA,9,Suspendisse potenti. In eleifend quam a odio.
471,7,1,7571,3,27.58,MANTENIMIENTO,9,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
472,6,3,6772,4,484.28,DISPONIBLE,1,Quisque ut erat. Curabitur gravida nisi at nibh.
473,4,2,4673,4,41.98,MANTENIMIENTO,7,Nam dui.
474,1,5,1974,5,307.04,OCUPADA,3,Integer ac neque. Duis bibendum.
475,4,7,5175,4,354.13,OCUPADA,9,Proin at turpis a pede posuere nonummy. Integer non velit.
