"id_comodidad_habitacion","id_tipo_habitacion","id_tipo_comodidad","detalle"
857,6,6,Mantenimiento mensual
858,2,8,Mantenimiento mensual
859,7,9,Disponible bajo petición
860,1,10,Mantenimiento mensual
861,2,3,Disponible bajo petición
862,8,2,Requiere activación previa
863,9,8,Incluido en la tarifa
864,2,2,Disponible bajo petición
865,2,10,Mantenimiento mensual
866,5,3,Requiere activación previa
867,10,1,Mantenimiento mensual
868,2,6,Disponible bajo petición
869,9,6,Incluido en la tarifa
870,6,2,Mantenimiento mensual
871,6,9,Incluido en la tarifa
872,2,3,Mantenimiento mensual
873,8,8,Disponible bajo petición
874,6,3,Requiere activación previa
875,5,3,Incluido en la tarifa
876,1,5,Requiere activación previa
877,2,3,Incluido en la tarifa
878,3,7,Requiere activación previa
879,7,10,Disponible bajo petición
880,4,4,Mantenimiento mensual
881,2,1,Disponible bajo petición
882,5,2,Requiere activación previa
883,10,2,Disponible bajo petición
884,3,5,Mantenimiento mensual
885,7,1,Disponible bajo petición
886,5,4,Requiere activación previa
887,2,8,Disponible bajo petición
888,7,8,Disponible bajo petición
889,7,2,Mantenimiento mensual
890,6,10,Disponible bajo petición
891,9,3,Mantenimiento mensual
892,10,8,Disponible bajo petición
893,1,3,Incluido en la tarifa
894,4,2,Requiere activación previa
895,10,5,Requiere activación previa
896,4,10,Disponible bajo petición
897,9,1,Requiere activación previa
898,4,8,Mantenimiento mensual
899,5,8,Disponible bajo petición
900,10,9,Disponible bajo petición
901,1,9,Incluido en la tarifa
902,1,8,Mantenimiento mensual
903,2,6,Mantenimiento mensual
904,6,5,Requiere activación previa
905,7,5,Mantenimiento mensual
906,9,10,Incluido en la tarifa
907,3,3,Mantenimiento mensual
908,9,3,Incluido en la tarifa
909,1,2,Incluido en la tarifa
910,1,1,Mantenimiento mensual
911,4,6,Incluido en la tarifa
912,6,4,Incluido en la tarifa
913,8,6,Incluido en la tarifa
914,10,3,Mantenimiento mensual
915,4,6,Requiere activación previa
916,5,7,Requiere activación previa
917,2,6,Disponible bajo petición
918,5,5,Requiere activación previa
919,4,7,Requiere activación previa
920,4,9,Disponible bajo petición
921,2,3,Requiere activación previa
922,9,6,Mantenimiento mensual
923,10,9,Disponible bajo petición
924,6,7,Disponible bajo petición
925,4,8,Mantenimiento mensual
926,5,4,Requiere activación previa
927,1,2,Mantenimiento mensual
928,1,2,Mantenimiento mensual
929,9,9,Mantenimiento mensual
930,9,1,Incluido en la tarifa
931,5,1,Mantenimiento mensual
932,8,7,Requiere activación previa
933,4,3,Requiere activación previa
934,7,9,Incluido en la tarifa
935,4,10,Disponible bajo petición
936,3,8,Mantenimiento mensual
937,6,8,Disponible bajo petición
938,2,10,Incluido en la tarifa
939,4,5,Incluido en la tarifa
940,6,1,Mantenimiento mensual
941,5,2,Disponible bajo petición
942,4,5,Disponible bajo petición
943,8,9,Mantenimiento mensual
944,1,4,Mantenimiento mensual
945,8,5,Requiere activación previa
946,2,7,Incluido en la tarifa
947,4,1,Mantenimiento mensual
948,2,3,Incluido en la tarifa
949,6,9,Mantenimiento mensual
950,4,1,Incluido en la tarifa
951,9,3,Requiere activación previa
952,6,4,Incluido en la tarifa
953,10,1,Disponible bajo petición
954,3,2,Mantenimiento mensual
955,1,1,Disponible bajo petición
956,6,7,Disponible bajo petición
957,10,2,Mantenimiento mensual
958,5,9,Requiere activación previa
959,6,8,Disponible bajo petición
960,8,10,Disponible bajo petición
961,8,2,Incluido en la tarifa
962,7,5,Mantenimiento mensual
963,10,4,Incluido en la tarifa
964,3,8,Disponible bajo petición
965,5,3,Incluido en la tarifa
966,10,7,Mantenimiento mensual
967,3,2,Mantenimiento mensual
968,1,8,Incluido en la tarifa
969,3,7,Mantenimiento mensual
970,2,1,Requiere activación previa
971,5,2,Disponible bajo petición
972,1,5,Mantenimiento mensual
973,8,4,Disponible bajo petición
974,7,7,Incluido en la tarifa
975,6,10,Disponible bajo petición
976,8,8,Mantenimiento mensual
